"numcas"                                         ;"nomsa"                                 ;"natureetude"         ;"DL50/CL50" ;"valeur"         ;"unite" ;"espece"  ;"sexe"
"3060-89-7"                                          ;"metobromuron"                           ;"Toxicite aigue inhalation" ;"CL50"      ;">1,6"           ;"mg/L"  ;"rat"     ;""
"3060-89-7"                                          ;"metobromuron"                           ;"Toxicite aigue VO"         ;"DL50"      ;"1000 - 2000"    ;"mg/kg" ;"rat"     ;"F"
"3060-89-7"                                          ;"metobromuron"                           ;"Toxicite aigue VO"         ;"DL50"      ;"1290 - 2150"    ;"mg/kg" ;"souris"  ;"M"
"139528-85-1"                                        ;"metosulam"                              ;"Toxicite aigue cutanee"    ;"DL50"      ;">2000"          ;"mg/kg" ;"lapin"   ;"MF"
"139528-85-1"                                        ;"metosulam"                              ;"Toxicite aigue inhalation" ;"CL50"      ;">1.9"           ;"mg/L"  ;"rat"     ;"MF"
"139528-85-1"                                        ;"metosulam"                              ;"Toxicite aigue VO"         ;"DL50"      ;">5000"          ;"mg/kg" ;"rat"     ;"MF"
"139528-85-1"                                        ;"metosulam"                              ;"Toxicite aigue VO"         ;"DL50"      ;">5000"          ;"mg/kg" ;"souris"  ;"MF"
"220899-03-6"                                        ;"metrafenone"                            ;"Toxicite aigue cutanee"    ;"DL50"      ;">5000"          ;"mg/kg" ;"rat"     ;""
"220899-03-6"                                        ;"metrafenone"                            ;"Toxicite aigue inhalation" ;"CL50"      ;">5.0"           ;"mg/L"  ;"rat"     ;""
"220899-03-6"                                        ;"metrafenone"                            ;"Toxicite aigue VO"         ;"DL50"      ;">5000"          ;"mg/kg" ;"rat"     ;""
"21087-64-9"                                         ;"metribuzine"                            ;"Toxicite aigue cutanee"    ;"DL50"      ;">5000"          ;"mg/kg" ;"rat"     ;""
"21087-64-9"                                         ;"metribuzine"                            ;"Toxicite aigue inhalation" ;"CL50"      ;"2.045"          ;"mg/L"  ;"rat"     ;""
"21087-64-9"                                         ;"metribuzine"                            ;"Toxicite aigue VO"         ;"DL50"      ;"322"            ;"mg/kg" ;"rat"     ;""
"74223-64-6"                                         ;"metsulfuron methyle"                    ;"Toxicite aigue cutanee"    ;"DL50"      ;"> 2000"         ;"mg/kg" ;"rat"     ;"MF"
"74223-64-6"                                         ;"metsulfuron methyle"                    ;"Toxicite aigue cutanee"    ;"DL50"      ;"> 2000"         ;"mg/kg" ;"lapin"   ;"MF"
"74223-64-6"                                         ;"metsulfuron methyle"                    ;"Toxicite aigue inhalation" ;"CL50"      ;"> 6,22"         ;"mg/L"  ;"rat"     ;"MF"
"74223-64-6"                                         ;"metsulfuron methyle"                    ;"Toxicite aigue VO"         ;"DL50"      ;"> 5000"         ;"mg/kg" ;"rat"     ;"MF"
"74223-64-6"                                         ;"metsulfuron methyle"                    ;"Toxicite aigue VO"         ;"DL50"      ;"> 5000"         ;"mg/kg" ;"souris"  ;""
"51596-10-2"                                         ;"milbemectine"                           ;"Toxicite aigue cutanee"    ;"DL50"      ;">5000"          ;"mg/kg" ;"rat"     ;""
"51596-10-2"                                         ;"milbemectine"                           ;"Toxicite aigue inhalation" ;"CL50"      ;"<3"             ;"mg/L"  ;"rat"     ;""
"51596-10-2"                                         ;"milbemectine"                           ;"Toxicite aigue VO"         ;"DL50"      ;"456"            ;"mg/kg" ;"rat"     ;""
"88671-89-0"                                         ;"myclobutanil"                           ;"Toxicite aigue cutanee"    ;"DL50"      ;"> 5000"         ;"mg/kg" ;"lapin"   ;"MF"
"88671-89-0"                                         ;"myclobutanil"                           ;"Toxicite aigue inhalation" ;"CL50"      ;"> 5.1"          ;"mg/L"  ;"rat"     ;"MF"
"88671-89-0"                                         ;"myclobutanil"                           ;"Toxicite aigue VO"         ;"DL50"      ;"1600"           ;"mg/kg" ;"rat"     ;"M"
"88671-89-0"                                         ;"myclobutanil"                           ;"Toxicite aigue VO"         ;"DL50"      ;"2290"           ;"mg/kg" ;"rat"     ;"F"
"15299-99-7"                                         ;"napropamide"                            ;"Toxicite aigue cutanee"    ;"DL50"      ;">2000"          ;"mg/kg" ;"rat"     ;""
"15299-99-7"                                         ;"napropamide"                            ;"Toxicite aigue cutanee"    ;"DL50"      ;">4640"          ;"mg/kg" ;"lapin"   ;"MF"
"15299-99-7"                                         ;"napropamide"                            ;"Toxicite aigue cutanee"    ;"DL50"      ;">2000"          ;"mg/kg" ;"cobaye"  ;""
"15299-99-7"                                         ;"napropamide"                            ;"Toxicite aigue inhalation" ;"CL50"      ;"> 4,8 mg/L air" ;"mg/L"  ;"rat"     ;""
"15299-99-7"                                         ;"napropamide"                            ;"Toxicite aigue VO"         ;"DL50"      ;">5000"          ;"mg/kg" ;"rat"     ;"M"
"15299-99-7"                                         ;"napropamide"                            ;"Toxicite aigue VO"         ;"DL50"      ;">7000"          ;"mg/kg" ;"rat"     ;""
"111991-09-4"                                        ;"nicosulfuron"                           ;"Toxicite aigue cutanee"    ;"DL50"      ;"> 2000"         ;"mg/kg" ;"rat"     ;""
"111991-09-4"                                        ;"nicosulfuron"                           ;"Toxicite aigue inhalation" ;"CL50"      ;"5.47"           ;"mg/L"  ;"rat"     ;""
"111991-09-4"                                        ;"nicosulfuron"                           ;"Toxicite aigue VO"         ;"DL50"      ;"> 5000"         ;"mg/kg" ;"rat"     ;""
"19044-88-3"                                         ;"oryzalin"                               ;"Toxicite aigue cutanee"    ;"DL50"      ;"> 2000"         ;"mg/kg" ;"lapin"   ;"MF"
"19044-88-3"                                         ;"oryzalin"                               ;"Toxicite aigue inhalation" ;"CL50"      ;"> 4.79"         ;"mg/L"  ;"rat"     ;""
"19044-88-3"                                         ;"oryzalin"                               ;"Toxicite aigue VO"         ;"DL50"      ;"> 5000"         ;"mg/kg" ;"souris"  ;"MF"
"19044-88-3"                                         ;"oryzalin"                               ;"Toxicite aigue VO"         ;"DL50"      ;"> 5000"         ;"mg/kg" ;"rat"     ;"MF"
"23135-22-0"                                         ;"oxamyl"                                 ;"Toxicite aigue cutanee"    ;"DL50"      ;"5027"           ;"mg/kg" ;"lapin"   ;"M"
"23135-22-0"                                         ;"oxamyl"                                 ;"Toxicite aigue cutanee"    ;"DL50"      ;">2000"          ;"mg/kg" ;"lapin"   ;"F"
"23135-22-0"                                         ;"oxamyl"                                 ;"Toxicite aigue inhalation" ;"CL50"      ;"0.056"          ;"mg/L"  ;"rat"     ;""
"23135-22-0"                                         ;"oxamyl"                                 ;"Toxicite aigue VO"         ;"DL50"      ;"3.1"            ;"mg/kg" ;"rat"     ;"M"
"23135-22-0"                                         ;"oxamyl"                                 ;"Toxicite aigue VO"         ;"DL50"      ;"2.5"            ;"mg/kg" ;"rat"     ;"F"
"1003318-67-9"                                       ;"oxathiapiprolin"                        ;"Toxicite aigue cutanee"    ;"DL50"      ;"> 5000"         ;"mg/kg" ;"rat"     ;"MF"
"1003318-67-9"                                       ;"oxathiapiprolin"                        ;"Toxicite aigue inhalation" ;"CL50"      ;"> 5"            ;"mg/L"  ;"rat"     ;"MF"
"1003318-67-9"                                       ;"oxathiapiprolin"                        ;"Toxicite aigue VO"         ;"DL50"      ;"> 5000"         ;"mg/kg" ;"rat"     ;"F"
"42874-03-3"                                         ;"oxyfluorfene"                           ;"Toxicite aigue cutanee"    ;"DL50"      ;"> 5000"         ;"mg/kg" ;"rat"     ;""
"42874-03-3"                                         ;"oxyfluorfene"                           ;"Toxicite aigue inhalation" ;"CL50"      ;">3,71"          ;"mg/L"  ;""        ;""
"42874-03-3"                                         ;"oxyfluorfene"                           ;"Toxicite aigue VO"         ;"DL50"      ;">5000"          ;"mg/kg" ;"rat"     ;""
"76738-62-0"                                         ;"paclobutrazol"                          ;"Toxicite aigue cutanee"    ;"DL50"      ;">2000"          ;"mg/kg" ;"rat"     ;"MF"
"76738-62-0"                                         ;"paclobutrazol"                          ;"Toxicite aigue inhalation" ;"CL50"      ;"4,79"           ;"mg/L"  ;"rat"     ;"M"
"76738-62-0"                                         ;"paclobutrazol"                          ;"Toxicite aigue inhalation" ;"CL50"      ;"3,13"           ;"mg/L"  ;"rat"     ;"F"
"76738-62-0"                                         ;"paclobutrazol"                          ;"Toxicite aigue inhalation" ;"CL50"      ;"> 2,02"         ;"mg/L"  ;"rat"     ;"MF"
"76738-62-0"                                         ;"paclobutrazol"                          ;"Toxicite aigue VO"         ;"DL50"      ;"1954"           ;"mg/kg" ;"rat"     ;"M"
"76738-62-0"                                         ;"paclobutrazol"                          ;"Toxicite aigue VO"         ;"DL50"      ;"1336"           ;"mg/kg" ;"rat"     ;"F"
"76738-62-0"                                         ;"paclobutrazol"                          ;"Toxicite aigue VO"         ;"DL50"      ;"1219"           ;"mg/kg" ;"souris"  ;"F"
"76738-62-0"                                         ;"paclobutrazol"                          ;"Toxicite aigue VO"         ;"DL50"      ;"490"            ;"mg/kg" ;"souris"  ;"M"
"76738-62-0"                                         ;"paclobutrazol"                          ;"Toxicite aigue VO"         ;"DL50"      ;"> 2000"         ;"mg/kg" ;"rat"     ;"F"
"66246-88-6"                                         ;"penconazole"                            ;"Toxicite aigue cutanee"    ;"DL50"      ;">3000"          ;"mg/kg" ;"rat"     ;""
"66246-88-6"                                         ;"penconazole"                            ;"Toxicite aigue inhalation" ;"CL50"      ;"> 4,05"         ;"mg/L"  ;"rat"     ;""
"66246-88-6"                                         ;"penconazole"                            ;"Toxicite aigue VO"         ;"DL50"      ;"2444"           ;"mg/kg" ;"souris"  ;"MF"
"66246-88-6"                                         ;"penconazole"                            ;"Toxicite aigue VO"         ;"DL50"      ;"971"            ;"mg/kg" ;"lapin"   ;"MF"
"66246-88-6"                                         ;"penconazole"                            ;"Toxicite aigue VO"         ;"DL50"      ;"2125"           ;"mg/kg" ;"rat"     ;"MF"
"66246-88-6"                                         ;"penconazole"                            ;"Toxicite aigue VO"         ;"DL50"      ;"<2000"          ;"mg/kg" ;"rat"     ;"M"
"66063-05-6"                                         ;"pencycuron"                             ;"Toxicite aigue cutanee"    ;"DL50"      ;">2000"          ;"mg/kg" ;"lapin"   ;"MF"
"66063-05-6"                                         ;"pencycuron"                             ;"Toxicite aigue inhalation" ;"CL50"      ;"> 5,13"         ;"mg/L"  ;"rat"     ;"MF"
"66063-05-6"                                         ;"pencycuron"                             ;"Toxicite aigue VO"         ;"DL50"      ;">5000"          ;"mg/kg" ;"rat"     ;"MF"
"40487-42-1"                                         ;"pendimethaline"                         ;"Toxicite aigue cutanee"    ;"DL50"      ;"> 5000"         ;"mg/kg" ;"rat"     ;"MF"
"40487-42-1"                                         ;"pendimethaline"                         ;"Toxicite aigue inhalation" ;"CL50"      ;"> 6,73"         ;"mg/L"  ;"rat"     ;"MF"
"40487-42-1"                                         ;"pendimethaline"                         ;"Toxicite aigue VO"         ;"DL50"      ;"> 2000"         ;"mg/kg" ;"rat"     ;"MF"
"219714-96-2"                                        ;"penoxsulame"                            ;"Toxicite aigue cutanee"    ;"DL50"      ;"> 5000"         ;"mg/kg" ;"rat"     ;""
"219714-96-2"                                        ;"penoxsulame"                            ;"Toxicite aigue inhalation" ;"CL50"      ;"> 3.50"         ;"mg/L"  ;"rat"     ;""
